review_text,review_date,review_title,review_stars,review_flavor
"Meno di un giocattolo ,fatto il reso,pessimo sensore termico ,poco sensibile e super rumoroso ,statene alla larga .Avevo una Seek e nonostante fosse scarsissima ,confrontato con questa c5 era una signora termocamera .",Recensito in Italia il 12 settembre 2020,"1,0 su 5 stelle Delusione totale","1,0 su 5 stelle",Recensito in Italia il 12 settembre 2020
La migliore,Recensito in Italia il 23 febbraio 2022,"5,0 su 5 stelle Vale tutta","5,0 su 5 stelle",Recensito in Italia il 23 febbraio 2022
Ottimo strumento di lavoro... Da indicazioni interessanti... Consigliato,Recensito in Italia il 23 giugno 2023,"5,0 su 5 stelle Termocamera","5,0 su 5 stelle",Recensito in Italia il 23 giugno 2023
"Easy to use and set-up, albeit long winded. Used it around the house to find dilapidated electric chargers, bad electric transformers, subsequently removed. Checked central heating and boiler flow and returns with aim of lowering temperature. Used it to find cold bridges in external walls, floors, and ceilings. Great tool for any household as you can find your self where the problems are before calling in the professionals. Cool tool for checking the composter.",Recensito nel Regno Unito il 14 maggio 2022,Does exactly what it says on the box.,"5,0 su 5 stelle",Recensito nel Regno Unito il 14 maggio 2022
"Excelente producto, nuevo empacado original. llego rapido",Recensito in Messico il 10 gennaio 2022,Todo lo Prometido,"5,0 su 5 stelle",Recensito in Messico il 10 gennaio 2022
機械の温度測定用に購入しました。~400℃まで測定したい場合ならこれ一択かと思います。以前、スマートフォンに取り付けするタイプを購入し、すぐに壊れてしまい不安もありましたがこちらは頑丈で多少適当に扱っても壊れません。ファームウェアも安定しており、起動は長い（数十秒）ですが、フリーズや強制終了されることもありません。タッチパネルも直感的に操作でき、操作性にも優れます。２個買い温度比較しましたが、2~4℃のズレがありましたが放射温度計なので仕方ないかな、と思います。相対温度としてはほぼ一致していました。画角も広く、MSXで撮影もしやすいです。,Recensito in Giappone il 18 febbraio 2022,400℃まで測りたいならこれ,"5,0 su 5 stelle",Recensito in Giappone il 18 febbraio 2022
"This is the real deal FLIR, no cheap knockoffs here. As a general contractor I rely on detailed analysis of wall temperature differentials to identify potential wet spots and trace leaks and without this tool I simply can't do that. The picture quality is amazing and saving a photo is super easy. Delivering photos to the computer is also super easy with the wifi feature.It's lightweight and has a great battery life. The built in case is also super rubbey and does an amazing job of protecting the camera. Charging is fast and reliable and the startup time is remarkably short compared to a lot of thermal cameras I've used in the past.For the money nothing, absolutely nothing beats this compact and mighty thermal camera.",Recensito in Canada il 1 novembre 2023,This ain't no cheap knockoff,"5,0 su 5 stelle",Recensito in Canada il 1 novembre 2023
"Ik had de Flir C5 gekozen boven de Seek Themal Shot Pro, omdat Flir mij een professioneler merk leek en de software van hogere kwaliteit is. Dit ondanks de lagere resolutie van de C5. Helaas had de unit die ik ontving problemen. De camera loopt vaak vast tijdens opstarten als de unit een paar uur niet gebruikt is. De laadbalk blijft dan op 1/3 hangen. De aan/uit knop lang of kort indrukken mocht ook niet baten om het probleem op te lossen. Unit is retour gegaan ivm dit defect.",Recensito nei Paesi Bassi il 4 aprile 2022,Camera loopt vast tijdens opstarten,"2,0 su 5 stelle",Recensito nei Paesi Bassi il 4 aprile 2022
"Caméra solide et facile d utilisation, normal, c’est une Flir!",Recensito in Francia il 7 febbraio 2024,Facile d utilisation,"5,0 su 5 stelle",Recensito in Francia il 7 febbraio 2024
Received used (possibly refurbished) camera with tampered seal(already opened).Purchased from STS Shop seller.On opening camera has dust on top and bottom sides.Has smudge marks and scratches on left and right sides.Disappointing to receive used product especially for a premium product.Return window closed before arrival and took more than 3 weeks to arrive.Functionally seem to be ok and calibration certificate has september 2021 date and has no manufacturing date.,Recensito in India il 24 novembre 2021,Received used camera with smudge marks,"1,0 su 5 stelle",Recensito in India il 24 novembre 2021
"Utilizo la cámara para visualizar puentes térmicos en edificios, entre alguna otra inspección. La resolución es aceptable, lo que más me ha gustado es lo cómoda que es debido a su tamaño. Tiene diferentes opciones. Lo mejor, la relación calidad-precio. También incorpora una linterna, es útil para zonas oscuras que se pueda utilizar el modo de superposición de imagen visual en la térmica.Como punto negativo, el software, es complicado descargarlo, y viene limitado en algunas funciones al pago de una suscripción.",Recensito in Spagna il 15 agosto 2022,Cámara compacta con excelente relación calidad precio.,"5,0 su 5 stelle",Recensito in Spagna il 15 agosto 2022
"Einfach eine gute Wärmebildkamera. Amazon hatte mir zuerst die Flir C3 geschickt - wahrscheinlich versehentlich. Von der war ich wenig begeistert und habe sie wieder zurück geschickt. Die C5 finde ich dagegen um einiges besser, sie geht schneller an, das Bild ist größer und die Überlagerung mit dem Echtbild scheint auch besser zu funktionieren. Auch hat die C5 einen USB-C Anschluß, nicht so ein fummliges Micro-USB-Dings. WLAN geht wohl auch, habe das aber noch nicht ausprobiert. Mir ist es am liebsten, wenn ich das Gerät an USB anschließen kann und mir dann die Bilder wie von einem USB-Stick herunter ziehe.Zum Wärmebild gibt es nicht viel zu sagen - es funktioniert einwandfrei und ordentlich flott. Es wird auch die maximale- und minimale Temperatur angezeigt. Fazit: klare Kaufempfehlung.",Recensito in Germania il 20 gennaio 2021,Tolle Wärmebildkamera,"5,0 su 5 stelle",Recensito in Germania il 20 gennaio 2021
Recebi dentro do prazo e em perfeito estado.,Recensito in Brasile il 9 aprile 2023,Excelente,"5,0 su 5 stelle",Recensito in Brasile il 9 aprile 2023
"Extremely useful camera, found to have many uses. I use it to show up heat anomalies on electronic printed circuit boards, i.e. difference in temperature between adjacent RAM chips. Also used for investigating sources of heat loss around walls and doorways in my house. Very convenient feature of camera is that it always takes 2 photos (one infra-red, the other conventional photo so you get a handle on what it was you are seeing in infra-red. Very sensitive. Very compact and portable. Holds battery charge well. Wish I had bought one years ago!!!!!!!",Recensito in Australia il 10 maggio 2021,Incredible device,"5,0 su 5 stelle",Recensito in Australia il 10 maggio 2021
"2 things to know, the frames per second is noticeably slow. The picture size is smaller than most are used to by my guess. Being able to see hot spots in electronics, in the wall. Drawing power from a connection you can see the temp difference. Draft in a room, you can find where it is coming from. A hiding mammal you can see it.(if it moves the fps will be noticeable). Puddle on the ground, the temp difference can be noticeable. For what it can do I find it to be a good value for the price.",Recensito negli Stati Uniti il 26 dicembre 2023,Value per $,"5,0 su 5 stelle",Recensito negli Stati Uniti il 26 dicembre 2023
Excelente câmera!! Muito versátil!!Deixa nada a desejar!! Satisfeitíssimo!!,Recensito in Brasile il 23 giugno 2022,Excelente câmera!!,"5,0 su 5 stelle",Recensito in Brasile il 23 giugno 2022
"This little camera is phenomenal! Being able to see the temperature of objects has been an incredible addition to my toolbox. I can see small tire leaks, radiator blockages, slight offsets in vent temperatures, electrical loads due to heat build up in wiring or fuses, and bad spots in heating elements. The usage cases for this thing are incredible! Well worth the investment.",Recensito negli Stati Uniti il 29 novembre 2023,Incredible portability and a very worthwhile tool for a mechanic,"5,0 su 5 stelle",Recensito negli Stati Uniti il 29 novembre 2023
"Calidad asegurada, precisión por bandera",Recensito in Spagna il 27 aprile 2023,Inmejorable,"5,0 su 5 stelle",Recensito in Spagna il 27 aprile 2023
"I strongly recommend this product - I use it for PCB board development, electrical engineering and occasional tracing of in wall power junction location and hot water pipes. It is quite easy to get started with this camera, of course for best results a little bit of reading on IR reflection index will help a lot. You can run the camera pretty much out of the box. The install process (first time your run the camera) is a bit lengthy but that is to be expected.A note to future owners: as with any precision equipment, if you plan to use this product professionally, I strongly recommend you look up for a firm/company that does metrological checkups - this way they can calibrate your camera - now Flir does this through their vendors and recommend you should do this every 2 years.The camera itself is very rugged, it is made of a heave rubbery like material and the screen indents in, so if you drop it on the ground it will not break.NOTE! The first picture is taken of the parking lot in front of my apartment at 11.30 PM (darkness). The mode is pure termal without any edges (it does not overlay the RGB picture and trace edges) - is just what the thermal camera sees. The photo is taken from the 12th floor (way beyond what Flir recommends as a shooting distance) about 50 meters from the parking lot. You can clearly see the cars with the ""hot"" engines.I am quite happy with this product! I strongly recommend",Recensito in Germania il 21 marzo 2021,Quality and performance beyond reproach,"5,0 su 5 stelle",Recensito in Germania il 21 marzo 2021
We are using it in our village to survey houses for heat loss. It is extremely easy to use and gives results that are simple and intuitive to understand. Brilliant camera!,Recensito nel Regno Unito il 16 febbraio 2022,Brilliant rugged little thermal camera,"5,0 su 5 stelle",Recensito nel Regno Unito il 16 febbraio 2022
"J'ai comparer la température que donnait l'appareil par rapport à un thermomètre avec de l'eau très chaude, et le verdict était le même. Je trouve les endroits mal isolé dans le maison, je vois mes cables chauffant dans le planché, bref, très utile pour une quantité de domaine, frein, points chauds électriques, composantes électroniques qui chauffe et la température en plus. Bref, un petit bijoux.",Recensito in Canada il 27 gennaio 2023,Excellent,"5,0 su 5 stelle",Recensito in Canada il 27 gennaio 2023
Die Kamera zeigt ein deutliches Bild. Der Akku ist seh ausdauernd. Die Verbindung mit Cloud oder iPhone lässt zu wünschen übrig. Verbindung ist langsam und instabil. Auch ist es nicht einfach sich in den verscheiden Apps mit den verschiedenen Funktionen zurecht zu finden.,Recensito in Germania il 15 giugno 2023,Kamera gut Software naja,"4,0 su 5 stelle",Recensito in Germania il 15 giugno 2023
"Pros:Compact, tripod connector, MSX software, USB-C charging, 2 yr warranty on unit, 10 years warranty on sensor.Cons:160x120 IR sensor, must have a steady hand when taking images.Overall, it's ok, although I think a bit sluggish and pricey, as you can get 320x160 sensors for approx 20% cheaper (but warranty or CS is v bad apparently).Wifi acquisition takes ages, hence to boot the thing - Only turn it on when you need to upload, otherwise it'll spend the first 10/15 seconds waiting to acquire a wifi signal - wasted time where you can't actually use the device.To change the 'spot light' function, you need to swipe down from the top of the screen to activate it.To change the brightness, you also need to swipe down and set it from there.To access the images, you can't simply connect it to a laptop, you must 'upload' it to the ignite.flir.com website where it will save images for you.You get approx 1G of upload data to save.Saving is easy, and you can select/create folders as you need, and also annotate the images as you take them.Image is of back on one of my racks at home.",Recensito nel Regno Unito il 10 aprile 2021,"C5 - A little expensive for the price, but good overral","4,0 su 5 stelle",Recensito nel Regno Unito il 10 aprile 2021
"Viendo otras reseñas negativas tuve muchas dudas antes de comprar la Flir C5, afortunadamente me decidí y estoy muy satisfecho. La Flir C5 es un artículo profesional muy buen construido, pero no es un juguete y hay que documentarse un poco para usarla, así es la termógrafia en general. La cámara es robusta, precisa, y práctica, con un tamaño ideal para llevar en los bolsos de la ropa de trabajo.Resumen, un buen artículo de calidad contrastada, pero hay que saber usarla.",Recensito in Spagna il 17 ottobre 2020,Buen equipo profesional,"5,0 su 5 stelle",Recensito in Spagna il 17 ottobre 2020
国内正規品、新品なのに、フリアーシステムズジャパン株式会社の発行・捺印する保証書および検査証が付属されてないのはおかしい,Recensito in Giappone il 22 novembre 2023,フリアーシステムズジャパン株式会社の発行・捺印する保証書および検査証が付属されてない,"1,0 su 5 stelle",Recensito in Giappone il 22 novembre 2023
Happy with my new C5! Works well around the house but I mainly got it for automotive diagnostics and it can point out problems quickly. I'm happy I chose this over a cellphone mounted device.,Recensito in Canada il 23 giugno 2022,Like having Rudolph the red nosed reindeer pointing out faults for you.,"5,0 su 5 stelle",Recensito in Canada il 23 giugno 2022
Bisher gefällt mir alles!,Recensito in Germania il 25 agosto 2022,Einwandfrei!,"5,0 su 5 stelle",Recensito in Germania il 25 agosto 2022
"No me gustó, la devolví y la cambié por otra de otra marca nada más usarla dos ratos..... es imprecisa. La otra que elegí sí va bien.....",Recensito in Spagna il 23 giugno 2023,No es precisa,"1,0 su 5 stelle",Recensito in Spagna il 23 giugno 2023
Good size display easy to set up and use,Recensito nel Regno Unito il 29 marzo 2022,Easy to use compact thermal camera,"5,0 su 5 stelle",Recensito nel Regno Unito il 29 marzo 2022
Great quality for a relatively inexpensive IR camera.,Recensito negli Stati Uniti il 30 dicembre 2023,Great quality,"5,0 su 5 stelle",Recensito negli Stati Uniti il 30 dicembre 2023
Perfecta para climatizacion. Súper recomendable,Recensito in Spagna il 7 marzo 2022,Calidad,"5,0 su 5 stelle",Recensito in Spagna il 7 marzo 2022
"Kaufgrund war das Argument, die Bilder der C3-X könnten - im Gegensatz zur C5 - nun per USB-Kabel auf den Computer übertragen werden. Das funktioniert aber leider nur begrenzt. Die C3-X wird nur eingeschränkt als Laufwerk erkannt. Die Aufnahmen werden vor dem Kopieren nicht als Bild, sondern nur als Dateinummer angezeigt. Man weiss also nicht, was man überträgt.Der Hersteller-Support ist überfordert, bzw. scheint die Kamera nicht zu kennen. Zunächst wurde ein Umtausch angeboten (aber das Angebot 1 Woche später wieder zurückgenommen), dann empfohlen, eine Software-Aktualisierung vorzunehmen (die letzte Version 2.7.20 war aber bereits installiert), dann behauptet, der USB-Anschluß meines Computer sei defekt (der Fehler ist aber bei allen 3 Bürorechnern der gleiche...), dann behauptet, der C3-X sei gar nicht defekt - ich solle ihn an Amazon zurücksenden.Kundendienst geht anders. Ich kann daher nur vom Kauf abraten.NACHTRAG vom 20.1.2022:Auf erneute Anfrage wurde zunächst gemutmaßt, das Problem läge am USB-Kabel und ich solle die Kamera auf Werkseinstellungen zurücksetzen. Auf ein irritiertes Nachfragen meinerseits wurde dann geantwortet: ""Kein Firmware-Upgrade wird dieses Problem lösen. Während sich die Bilder noch auf dem Kameraspeicher befinden, werden sie von der Kamera ""verwendet"". Da sie ""verwendet"" werden, kann Windows sie nicht öffnen.Best regards, A(...) B(...), Technical Support Specialist, Teledyne FLIR""Die Flir C2 konnte das noch - jede meiner DSLRs natürlich auch...NACHTRAG 2 vom 25.1.2022 - der Fehler wird inzwischen immerhin erkannt, aber:""Ich habe Ihr Feedback an das Kameraentwicklungsteam weitergeleitet. Dies kann sich in Zukunft nach einem Software-Update ändern oder auch nicht.Best regards, Alexis Bonilla, Technical Support Specialist, Teledyne FLIR""Das grenzt schon an Real-Satire... Also (leider!) Abwertung auf nur noch einen Stern!",Recensito in Germania il 4 novembre 2020,"FLIR C3-X: Idee gut, Software nicht ausgereift, Support indiskutabel...","1,0 su 5 stelle",Recensito in Germania il 4 novembre 2020
一度購入したら、不良品で返品して再度新しい新品を購入したはずだけど、封止シールが切られてて、上からもう一枚貼ってあるんだけど、本当に新品なのか？一度目に購入した商品はシールが二重に貼られてる事は無かった。,Recensito in Giappone il 15 giugno 2023,本当に新品？,"1,0 su 5 stelle",Recensito in Giappone il 15 giugno 2023
"Well made, rugged, good performance and the software menus are easy to navigate. Good battery life. Bright clear screen is large, making viewing easy. Drops right into a jacket pocket, easy to carry.We use it to spot bad chips on power amplifier circuit boards. You can't see it with the naked eye, but this camera shows the overheated chips glowing brightly on the screen. The boards are diagnosed in minutes instead of hours. For that reason alone it was worth the price.If you're new to infrared imaging, don't expect lots of megapixels, that would cost you a fortune. Instead, if you need more resolution just get closer to the subject. The resolution of this camera is adequate for my application. It has good file-transfer features which I haven't used yet.It also has another use that is equally wonderful. If a horse or cow doesn't come home at night, this camera can quickly spot them a long distance away. Likewise, a quick scan of the pasture confirms all are present and accounted for. It's better than a flashlight because they stand out among objects that conceal them such as fences, trees and bushes, which appear dark in the infrared image.",Recensito negli Stati Uniti il 10 gennaio 2021,Expensive but it has already paid for itself,"5,0 su 5 stelle",Recensito negli Stati Uniti il 10 gennaio 2021
"Having two units become faulty in the spell of 10mins with both of them failing is not good nor impressive. The first one didn’t switch on just a black screen. The second one worked well for 7mins then wouldn’t switch off, with all the settings gone off the touch screen. I’ve been a building surveyor for a decade and have used flir equipment over this period. Granted the equipment I’ve used in the past was £10k and belonged to large organisations, this is only £650, and you do get what you pay for, however, I’m glad I tested the kit before going to site tomorrow. Albeit I will have to cancel the pathology inspection, I’d rather that, then be onsite with inadequate and failing equipment. It would have been embarrassing in front of the client who has paid for my time.Utter garbage save your money, either don’t bother or go to E5 or and above. I’ve just ordered an E6 at £2k, this should hopefully be an improvement over this piece of junk (putting it nicely). One reviewer stated the C2 they owned, which this unit is based on would make a great expensive paper weight. I fully agree.The only positive from this experience is Amazon and their after sales customer care. 100% satisfaction, sent me a second unit before Monday with the first unit delivered Friday (24 hours turnaround) Thank you Amazon and your support team via email and online chatting.",Recensito nel Regno Unito il 6 settembre 2020,Flir C5 is so disappointing,"1,0 su 5 stelle",Recensito nel Regno Unito il 6 settembre 2020
Would love to be a sponsor lolOver all great toolSize like a phone fits in your pocketIn my photo you can see the engine I scannedHas two missing cylinderWould like to try other products from FLIRThanks FLIR,Recensito in Canada il 25 ottobre 2021,Awesome for mechanic to look inside an engine,"5,0 su 5 stelle",Recensito in Canada il 25 ottobre 2021
"DO NOT BUY THIS CRAP! I am not a pro plumber, by all means, but handled hundreds of cameras so far (pro cameras). I've bought the flir in order to save some money finding a leak in my house and for some future use on occasions. I've used it about ten times for a short while and it literally froze twice, the second time happened when I really needed it to check on a leak that was coming from the roof and it froze on me, when this thing happens basically I have to wait until the battery totally get discharged which takes a few hours, and basically kills your day. Just to think of a professional who takes it to work and this Expensive Useless Tool Freezes on him 20% of the time. Add to it the website that is so unfriendly to users, and the first time when it happened to me, I was in Israel checking the property and this thing just froze, I've called the flir representative/the only importer for advice and help and they flatly send me back to seek for help from the people I've bought it from. There is seven hours difference between the U.S. and Israel and the cost of a call by itself is very expensive. I understand that most users will use it in the U.S. only, but if you are willing to take a chance to be out of your camera one time out of five while on the road working and basically have an EXPENSIVE USELESS ROCK THAT YOU WERE COUNTING ON. Go ahead and throw your money into the garbage. Based on my bad experiences, I'll be looking for something else! I hope that this will help you with your decision.",Recensito negli Stati Uniti il 31 dicembre 2020,Unreliable Expensive Piece of Garbage!,"1,0 su 5 stelle",Recensito negli Stati Uniti il 31 dicembre 2020
初めはよかったのですが、2ヶ月でﾋﾟﾝﾄが合わない様になってしまいました。こんな時のための「国内正規品」ですよね、修理に出したいと思います。,Recensito in Giappone il 8 agosto 2022,ﾋﾟﾝﾄが合わないよこれは,"2,0 su 5 stelle",Recensito in Giappone il 8 agosto 2022
Easy to use,Recensito nel Regno Unito il 4 aprile 2021,Excellent purchase,"5,0 su 5 stelle",Recensito nel Regno Unito il 4 aprile 2021
Wie angeboten. super camera.,Recensito in Germania il 15 settembre 2021,IR-Camera,"5,0 su 5 stelle",Recensito in Germania il 15 settembre 2021
